,cleaned_tweet,polarity,subjectivity,Sentiment,date,username,Base_tweet,hashtags,nlikes,search
2669,standard bank taking one,0.0,0.0,Neutral,2021-08-15 10:31:30,BenjaminKhumal3,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard bank is taking this one. @FeudAfrica #FamilyFeudsa,['familyfeudsa'],0,"StandardBankZA OR ""Standard Bank"""
2670,chocho family,0.0,0.0,Neutral,2021-08-15 10:30:59,SizweKunene8,CHOCHO FAMILY @StandardBankZA #FamilyFuedSA  #FamilyFeudAfrica  @IAmSteveHarvey #ItCanBe #PureSave #etvonline #RapidBluetv,"['familyfuedsa', 'familyfeudafrica', 'itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2671,team standard bank,0.0,0.0,Neutral,2021-08-15 10:30:10,IChristable,Team Standard Bank ❤️,[],5,"StandardBankZA OR ""Standard Bank"""
2672,chocho family,0.0,0.0,Neutral,2021-08-15 10:29:51,SizweKunene8,@FeudAfrica @StandardBankZA @IAmSteveHarvey CHOCHO FAMILY @StandardBankZA #FamilyFuedSA  #FamilyFeudAfrica  @IAmSteveHarvey #ItCanBe #PureSave #etvonline #RapidBluetv,"['familyfuedsa', 'familyfeudafrica', 'itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2673,team standard bank,0.0,0.0,Neutral,2021-08-15 10:29:42,IChristable,@FeudAfrica @StandardBankZA @IAmSteveHarvey Team Standard Bank ❤️,[],0,"StandardBankZA OR ""Standard Bank"""
2674,chocho family will win game,0.2,0.4,Positive,2021-08-15 10:29:38,Akani80267886,@FeudAfrica @StandardBankZA @IAmSteveHarvey Chocho family will win the Game #FamilyFeudAfrica  #familyfeudsa  #IamSteveHarvey #ItCanBe #PureSave #Etvonline #RapidblueTV,"['familyfeudafrica', 'familyfeudsa', 'iamsteveharvey', 'itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2675,standard bank makes fast money tonight,0.1,0.3,Positive,2021-08-15 10:29:11,TaaibosThabang,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard bank makes it through to fast money tonight!,[],0,"StandardBankZA OR ""Standard Bank"""
2676,goo family got,0.0,0.0,Neutral,2021-08-15 10:28:46,Mthuu,@FeudAfrica @StandardBankZA @IAmSteveHarvey Goo @StandardBankZA Family !! You got this,[],0,"StandardBankZA OR ""Standard Bank"""
2677,will win one,0.8,0.4,Positive,2021-08-15 10:27:31,Sekhwela_Lebo,@FeudAfrica @StandardBankZA @IAmSteveHarvey @StandardBankZA will win this one 🙂,[],0,"StandardBankZA OR ""Standard Bank"""
2678,standard bank family,0.0,0.0,Neutral,2021-08-15 10:27:21,dorcas_mahlatse,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard Bank Family  #FamilyFeudSA,['familyfeudsa'],0,"StandardBankZA OR ""Standard Bank"""
2679,standard bank,0.0,0.0,Neutral,2021-08-15 10:26:28,JacundaM,@FeudAfrica @StandardBankZA @IAmSteveHarvey STANDARD BANK #FamilyFeudAfrica #ItCanBe #PurSave #etvonline #RapidBluetv,"['familyfeudafrica', 'itcanbe', 'pursave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2680,standard bank family,0.0,0.0,Neutral,2021-08-15 10:25:07,time_lez,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard bank family #PureSave #FamilyFeudAfrica #rapidbluetv #etvonline #itcanbe,"['puresave', 'familyfeudafrica', 'rapidbluetv', 'etvonline', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
2681,standard bank family sure,0.25,0.4444444444444444,Positive,2021-08-15 10:24:35,ZeeSteefy,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard Bank family for sure 🔵 #FamilyFeudAfrica @IAmSteveHarvey #ItCanBe #PurSave #etvonline #RapidBluetv,"['familyfeudafrica', 'itcanbe', 'pursave', 'etvonline', 'rapidbluetv']",1,"StandardBankZA OR ""Standard Bank"""
2682,lolim picking chocho family week,0.0,0.0,Neutral,2021-08-15 10:23:39,polaroidpapikie,@FeudAfrica @StandardBankZA @IAmSteveHarvey Lol.....im picking the Chocho family this week,[],0,"StandardBankZA OR ""Standard Bank"""
2683,chocho,0.0,0.0,Neutral,2021-08-15 10:23:20,dowlathia,@FeudAfrica @StandardBankZA @IAmSteveHarvey Chocho,[],0,"StandardBankZA OR ""Standard Bank"""
2684,standard bank family,0.0,0.0,Neutral,2021-08-15 10:23:14,Nombuso___,@FeudAfrica @StandardBankZA @IAmSteveHarvey STANDARD BANK FAMILY  #FamilyFeudAfrica @IAmst #ItCanBe #PureSave #etvonline #RapidBluetv,"['familyfeudafrica', 'itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2685,standard bank family,0.0,0.0,Neutral,2021-08-15 10:22:31,RealMagMoh,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard Bank Family 👪😊,[],0,"StandardBankZA OR ""Standard Bank"""
2686,see,0.0,0.0,Neutral,2021-08-15 10:22:29,Moiipone1,@StandardBankZA See me🥺🥺❤️❤️,[],0,"StandardBankZA OR ""Standard Bank"""
2687,chocho family,0.0,0.0,Neutral,2021-08-15 10:22:27,zweli_says,@FeudAfrica @StandardBankZA @IAmSteveHarvey Chocho family,[],0,"StandardBankZA OR ""Standard Bank"""
2688,chocho,0.0,0.0,Neutral,2021-08-15 10:21:34,yashupalm,@FeudAfrica @StandardBankZA @IAmSteveHarvey Chocho,[],0,"StandardBankZA OR ""Standard Bank"""
2689,standard bank family im rooting im standard bank family,0.0,0.0,Neutral,2021-08-15 10:21:11,SiyabongaMadla3,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard bank family I'm rooting for them as I'm a standard bank family.,[],0,"StandardBankZA OR ""Standard Bank"""
2690,standard bank family,0.0,0.0,Neutral,2021-08-15 10:21:10,tsholofelo846,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard bank Family #FamilyFeudAfrica #ItCanBe #PureSave #etvonline #RapidBluetv,"['familyfeudafrica', 'itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2691,yho whats dat haai frustrating serious even card isnt working,-0.3666666666666667,0.7833333333333333,Negative,2021-08-15 10:21:10,Singo76469344,"@StandardBankZA Yho whats dat? Haai this is so frustrating serious, even my card isn't working...",[],0,"StandardBankZA OR ""Standard Bank"""
2692,standard bank family will make,0.0,0.0,Neutral,2021-08-15 10:20:50,BasaniMaluleke2,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard Bank family will make it#familyfeudafrica #ItCanBe #IAmSteveHarvey #PureSave #RapidBlueTv,"['itcanbe', 'iamsteveharvey', 'puresave', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2693,bank standard bank,0.0,0.0,Neutral,2021-08-15 10:20:27,YMabooi,@FeudAfrica @StandardBankZA @IAmSteveHarvey My bank 💪🏾💪🏾😎😎😎Standard bank 💥💥💥,[],0,"StandardBankZA OR ""Standard Bank"""
2694,standard bank family,0.0,0.0,Neutral,2021-08-15 10:20:27,leendow_gina,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard Bank family #FamilyFeudSA #FamilyFeudAfrica #ItCanBe #PureSave,"['familyfeudsa', 'familyfeudafrica', 'itcanbe', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
2695,answer chocho familydefinetlygood luck enter,0.0,0.0,Neutral,2021-08-15 10:20:15,BrandonPierre16,@FeudAfrica @StandardBankZA @IAmSteveHarvey Answer : Chocho family....definetly...good luck to all who enter!!! #FamilyFeudAfrica   @IAmSteveHarvey  #ItCanBe #PureSave #etvonline #RapidBluetv,"['familyfeudafrica', 'itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2696,choco family will win,0.8,0.4,Positive,2021-08-15 10:19:38,MabasoBlessing,@FeudAfrica @StandardBankZA @IAmSteveHarvey Choco family will win,[],0,"StandardBankZA OR ""Standard Bank"""
2697,definitely standard bank family,0.0,0.0,Neutral,2021-08-15 10:19:04,NAMEISFUHARA,@FeudAfrica @StandardBankZA @IAmSteveHarvey Definitely STANDARD BANK family because #ItCanBe  #FamilyFeudAfrica #PureSave #etvonline #RapidblueTV,"['itcanbe', 'familyfeudafrica', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2698,standard bank family,0.0,0.0,Neutral,2021-08-15 10:18:57,Mapule_molikeng,@FeudAfrica @StandardBankZA @IAmSteveHarvey For me it has to be the standard bank family  #ItCanBe  #puresave #etvonline  #RapidblueTV,"['itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2699,chocho,0.0,0.0,Neutral,2021-08-15 10:18:06,mastercard_sa,@FeudAfrica @StandardBankZA @IAmSteveHarvey Chocho,[],0,"StandardBankZA OR ""Standard Bank"""
2700,standard bank family,0.0,0.0,Neutral,2021-08-15 10:14:18,phatQuen,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard bank family  #FamilyFeadSA,['familyfeadsa'],0,"StandardBankZA OR ""Standard Bank"""
2701,standard bank will win,0.4,0.2,Positive,2021-08-15 10:14:00,Glenda2210,@FeudAfrica @StandardBankZA @IAmSteveHarvey STANDARD BANK WILL WIN  #FamilyFuedAfrica @IAmSteveHarvey #PURESAVE #FastMoney #etvOnline #RapidblueTV #ITCANBE,"['familyfuedafrica', 'puresave', 'fastmoney', 'etvonline', 'rapidbluetv', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
2702,standard bank family,0.0,0.0,Neutral,2021-08-15 10:12:28,Peace_Eye31,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard Bank Family❤️💯🔥🔥🔥,[],0,"StandardBankZA OR ""Standard Bank"""
2703,standard bank,0.0,0.0,Neutral,2021-08-15 10:12:03,WOmuhk,@FeudAfrica @StandardBankZA @IAmSteveHarvey standard bank 🕺🕺🕺 #familyfeudafrica  @IAmSteveHarvey #ItCanBe #puresave #etvonline #RapidBluetv,"['familyfeudafrica', 'itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2704,standard bank family,0.0,0.0,Neutral,2021-08-15 10:11:01,Golden_HpD,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard Bank Family #FamilyFeudsa #FamilyFeudAfrica @IAmSteveHarvey #ItCanBe #PureSave #etvonline #RapidblueTV,"['familyfeudsa', 'familyfeudafrica', 'itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2705,chocho family will definitely make fast money look money lets go,0.1,0.55,Positive,2021-08-15 10:10:52,blunttalk2,@FeudAfrica @StandardBankZA @IAmSteveHarvey #FamilyFeudAfrica   @IAmSteveHarvey  #ItCanBe #PureSave #etvonline #RapidBluetv Chocho family will definitely make it to fast money they look  like money... Lets go...  https://t.co/rkhMB2Y5xj,"['familyfeudafrica', 'itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2706,chocho family,0.0,0.0,Neutral,2021-08-15 10:10:44,Jeremia13098218,@FeudAfrica @StandardBankZA @IAmSteveHarvey Chocho family  🙌🤣 #familyfeudafrica  #ItCanBe  #puresave  #etvonline  #Rapidbluetv,"['familyfeudafrica', 'itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2707,well obviously winning team tonight blood blue,0.25,0.425,Positive,2021-08-15 10:09:53,tooly1031,"@FeudAfrica @StandardBankZA @IAmSteveHarvey Well obviously the winning team here is @StandardBankZA . Tonight, my blood is blue💙",[],0,"StandardBankZA OR ""Standard Bank"""
2708,chocho family,0.0,0.0,Neutral,2021-08-15 10:09:30,_Philly_Siba_,@FeudAfrica @StandardBankZA @IAmSteveHarvey Chocho family  #familyfeudafrica @IAmSteveHarvey #ItCanBe #puresave #etvonline #rapidbluetv,"['familyfeudafrica', 'itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2709,team will win,0.8,0.4,Positive,2021-08-15 10:09:23,Deesplly,@FeudAfrica @StandardBankZA @IAmSteveHarvey Team @StandardBankZA  will win. #ItCanBe  #PureSave #FamilyFeudAfrica #FamilyFeudSA,"['itcanbe', 'puresave', 'familyfeudafrica', 'familyfeudsa']",0,"StandardBankZA OR ""Standard Bank"""
2710,standard bank family will win,0.4,0.2,Positive,2021-08-15 10:09:09,PokiyanaSN,@FeudAfrica @StandardBankZA @IAmSteveHarvey The standard bank family will win,[],0,"StandardBankZA OR ""Standard Bank"""
2711,standard bank,0.0,0.0,Neutral,2021-08-15 10:09:00,Sinky04920265,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard bank #IamSteveHarvey #ItCanBe  #PureSave #etvOnline #RapidBluetv,"['iamsteveharvey', 'itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2712,standard bank fam,0.0,0.0,Neutral,2021-08-15 10:08:48,Motshabi_mm,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard bank fam,[],0,"StandardBankZA OR ""Standard Bank"""
2713,chocho family,0.0,0.0,Neutral,2021-08-15 10:08:45,MaryRLedwaba,@FeudAfrica @StandardBankZA @IAmSteveHarvey Chocho family  #FamilyFeudSA @IAmSteveHarvey  #ItCanBe  #etvonline  #RapidBluetv  #FamilyFeudSA,"['familyfeudsa', 'itcanbe', 'etvonline', 'rapidbluetv', 'familyfeudsa']",0,"StandardBankZA OR ""Standard Bank"""
2714,team standard bank,0.0,0.0,Neutral,2021-08-15 10:08:25,KKhumelo,@FeudAfrica @StandardBankZA @IAmSteveHarvey Team standard bank #familyfeudafrica  @IAmSteveHarvey #ItCanBe #puresave #etvonline #RapidBluetv,"['familyfeudafrica', 'itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2715,hi loyal client year now account empty ewallet daso,0.11666666666666665,0.6666666666666667,Positive,2021-08-15 10:08:05,GodfreyArab,@SBGroup Hi @StandardBankZA I have been your loyal  client  for year but now my account  is empty  how about ewallet daso,[],1,"StandardBankZA OR ""Standard Bank"""
2716,standard bank family,0.0,0.0,Neutral,2021-08-15 10:07:46,Cathie1929,@StandardBankZA #FamilyFeudSA   Standard Bank Family   #FamilyFeudAfrica  @IAmSteveHarvey #ItCanBe #PureSave #etvonline #RapidBluetv  @GiveawayGoat,"['familyfeudsa', 'familyfeudafrica', 'itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",1,"StandardBankZA OR ""Standard Bank"""
2717,chocho family will win one,0.8,0.4,Positive,2021-08-15 10:07:45,Khayaqiba,@FeudAfrica @StandardBankZA @IAmSteveHarvey Chocho Family will win this one. #FamilyFeudAfrica @IAmSteveHarvey #ItCanBe #PureSave #etvonline #RapidBluetv,"['familyfeudafrica', 'itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2718,standard bank family,0.0,0.0,Neutral,2021-08-15 10:07:22,Cathie1929,@FeudAfrica @StandardBankZA @IAmSteveHarvey @StandardBankZA #FamilyFeudSA   Standard Bank Family   #FamilyFeudAfrica  @IAmSteveHarvey #ItCanBe #PureSave #etvonline #RapidBluetv  @GiveawayGoat,"['familyfeudsa', 'familyfeudafrica', 'itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",1,"StandardBankZA OR ""Standard Bank"""
2719,standard bank,0.0,0.0,Neutral,2021-08-15 10:07:21,Moyagabo_,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard bank,[],0,"StandardBankZA OR ""Standard Bank"""
2720,standard bank family,0.0,0.0,Neutral,2021-08-15 10:07:17,AsandaNembe,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard bank family 🙇‍♀️ #familyfeudafrica #Itcanbe #etvonline #puresave #rapidbluetv,"['familyfeudafrica', 'itcanbe', 'etvonline', 'puresave', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2721,standard bank family,0.0,0.0,Neutral,2021-08-15 10:07:07,ej_sacco,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard Bank Family #FamilyFeudAfrica @IAmSteveHarvey #ItCanBe #PureSave #etvonline #RapidBluetv,"['familyfeudafrica', 'itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",1,"StandardBankZA OR ""Standard Bank"""
2722,definitely standard bank fam,0.0,0.0,Neutral,2021-08-15 10:06:38,dinykay,@FeudAfrica @StandardBankZA @IAmSteveHarvey Definitely Standard Bank fam💃💃💃💃💃💃,[],0,"StandardBankZA OR ""Standard Bank"""
2723,standard bank transfer inr lacs,0.0,0.0,Neutral,2021-08-15 10:06:10,CoinDCX_Cares,@ZaffLionheart Standard Bank Transfer is INR 2 lacs. (2/2),[],1,"StandardBankZA OR ""Standard Bank"""
2724,hi use upi facility make deposits free charge coindcx go minimum amount deposit via upi inr make inr deposit using standard bank transfer facility via coindcx pro appwebsite minimum amount deposit via,0.2,0.4,Positive,2021-08-15 10:06:09,CoinDCX_Cares,"@ZaffLionheart Hi, you can use the UPI facility to make deposits free of charge on CoinDCX Go. The minimum amount of deposit via UPI is INR 1000. Also, you can make an INR deposit using the Standard Bank Transfer facility via CoinDCX Pro App/.Website. The minimum amount of deposit via (1/2)",[],0,"StandardBankZA OR ""Standard Bank"""
2725,standard bank,0.0,0.0,Neutral,2021-08-15 10:05:39,deogeland,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard bank #FamilyFuedSA #FamilyFuedAfrica #RapidBluetv @IAmSteveHarvey  #ItCanBe #PureSave #etvonline,"['familyfuedsa', 'familyfuedafrica', 'rapidbluetv', 'itcanbe', 'puresave', 'etvonline']",0,"StandardBankZA OR ""Standard Bank"""
2726,im standard bank,0.0,0.0,Neutral,2021-08-15 10:05:24,DaMefta,@FeudAfrica @StandardBankZA @IAmSteveHarvey I'm with Standard Bank #FamilyFeudSA #FamilyFeudAfrica #etvonline #ItCan #PureSave #RapidBlueTv,"['familyfeudsa', 'familyfeudafrica', 'etvonline', 'itcan', 'puresave', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2727,chocho family,0.0,0.0,Neutral,2021-08-15 10:05:01,anneeda_pekeur,@FeudAfrica @StandardBankZA @IAmSteveHarvey Chocho family 💙👍 #FamilyFeudSA #StandardBank #ItCanBe #PureSave #FamilyFeudAfrica #FastMoney #PureSave #etvonline #RapidBluetv,"['familyfeudsa', 'standardbank', 'itcanbe', 'puresave', 'familyfeudafrica', 'fastmoney', 'puresave', 'etvonline', 'rapidbluetv']",1,"StandardBankZA OR ""Standard Bank"""
2728,standard bank,0.0,0.0,Neutral,2021-08-15 10:04:53,Buhle_2760,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard bank #TeamStandardBank #FamilyFeudAfrica #IAmSteveHarvey #ItCanBe #PureSave #etvonline #RapidBluetv,"['teamstandardbank', 'familyfeudafrica', 'iamsteveharvey', 'itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2729,standard family,0.0,0.0,Neutral,2021-08-15 10:04:43,SwitzP,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard Family🎊🎊 #familyfeudsa #FamilyFeudAfrica #etvonline #PureSave #RapidBlueTv @StandardBankZA @IAmSteveHarvey,"['familyfeudsa', 'familyfeudafrica', 'etvonline', 'puresave', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2730,standard bank got bag,0.0,0.0,Neutral,2021-08-15 10:04:42,StarSwart,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard Bank got this on their bag,[],0,"StandardBankZA OR ""Standard Bank"""
2731,chocho,0.0,0.0,Neutral,2021-08-15 10:03:33,jtmurphy76,@FeudAfrica @StandardBankZA @IAmSteveHarvey Chocho,[],0,"StandardBankZA OR ""Standard Bank"""
2732,standard bank family fam,0.0,0.0,Neutral,2021-08-15 10:03:30,Cyo12M,Standard bank family 💃🏿🔥🔥 @StandardBankZA we are with you fam 💙💙  #FamilyFeudAfrica  #FamilyFeudSA  @IAmSteveHarvey #ItCanBe  #PureSave #etvonline  #RapidBluetv  https://t.co/ymOfapL43r,"['familyfeudafrica', 'familyfeudsa', 'itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2733,chocho,0.0,0.0,Neutral,2021-08-15 10:03:27,Pretty_Hla20,@FeudAfrica @StandardBankZA @IAmSteveHarvey #FamilyFeudSA  CHOCHO #FamilyFeudAfrica  #ItCanBe #RapidBluetv 🎊🎊🥳🥳,"['familyfeudsa', 'familyfeudafrica', 'itcanbe', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2734,chocho family,0.0,0.0,Neutral,2021-08-15 10:02:25,mojalefa_majoro,@FeudAfrica @StandardBankZA @IAmSteveHarvey Chocho family,[],0,"StandardBankZA OR ""Standard Bank"""
2735,team standard bank,0.0,0.0,Neutral,2021-08-15 10:02:14,bathandwayo,@FeudAfrica @StandardBankZA @IAmSteveHarvey Team Standard Bank #FamilyFeudSA #ItCanBe #PureSave #ItCanBe #etvonline #RapidBlueTv #FamilyFeudAfrica,"['familyfeudsa', 'itcanbe', 'puresave', 'itcanbe', 'etvonline', 'rapidbluetv', 'familyfeudafrica']",1,"StandardBankZA OR ""Standard Bank"""
2736,definitely standard bank family taking,0.0,0.0,Neutral,2021-08-15 10:02:04,nkanyisonhleko,@FeudAfrica @StandardBankZA @IAmSteveHarvey Definitely Standard bank family taking it.  #familyfeudsa #ItCanBe #puresave #etvonline #RapidBluetv,"['familyfeudsa', 'itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2737,chocho,0.0,0.0,Neutral,2021-08-15 10:02:00,xandlafambaLTD,@FeudAfrica @StandardBankZA @IAmSteveHarvey chocho -,[],0,"StandardBankZA OR ""Standard Bank"""
2738,team will make fast money tonight,0.2,0.6,Positive,2021-08-15 10:00:56,Mandy_Tee_98,@FeudAfrica @StandardBankZA @IAmSteveHarvey Team @StandardBankZA will make it through to Fast Money tonight on #FamilyFeudSA 💙  #FamilyFeudAfrica   @IAmSteveHarvey #ItCanBe #PureSave #etvonline #RapidBluetv,"['familyfeudsa', 'familyfeudafrica', 'itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2739,chocho family win,0.8,0.4,Positive,2021-08-15 10:00:50,sharMashige,@FeudAfrica @StandardBankZA @IAmSteveHarvey #FamilyFeudSA  The Chocho family for the win   #FamilyFeudAfrica #ItCanBe #PureSave #etvonline #RapidBlueTV,"['familyfeudsa', 'familyfeudafrica', 'itcanbe', 'puresave', 'etvonline', 'rapidbluetv']",0,"StandardBankZA OR ""Standard Bank"""
2740,standard bank,0.0,0.0,Neutral,2021-08-15 10:00:27,NOMPUME95672955,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard Bank  #FamilyFeudAfrica,['familyfeudafrica'],0,"StandardBankZA OR ""Standard Bank"""
2741,standard bank,0.0,0.0,Neutral,2021-08-15 09:59:58,_Bernard11,@FeudAfrica @StandardBankZA @IAmSteveHarvey Standard bank #familyfeudsa,['familyfeudsa'],0,"StandardBankZA OR ""Standard Bank"""
2742,standard bank family winners go blue team,0.0,0.05,Neutral,2021-08-15 09:59:05,Nomie_Goliath,💙the STANDARD BANK family are winners. #familyfeudsa #familyfeudafrica #ItCanBe #puresave #etvonline @IAmSteveHarvey @StandardBankZA 💃go blue team💙,"['familyfeudsa', 'familyfeudafrica', 'itcanbe', 'puresave', 'etvonline']",0,"StandardBankZA OR ""Standard Bank"""
